"年度","月份區間","分類","檢體名稱","農藥殘留量","抽樣衛生局","抽樣地點"
"113","9~10","大漿果類","履歷牛奶鳳梨","合格","澎湖縣","全聯實業股份有限公司澎湖湖西分公司/澎湖縣湖西鄉湖西村77-18號"
"113","9~10","大漿果類","木瓜","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"113","9~10","大漿果類","百香果","合格","金門縣","一級棒蔬果鋪/金門縣金寧鄉安美村安岐345號4樓"
"113","9~10","大漿果類","綠奇異果","合格","金門縣","建宏青果行/金門縣金城鎮民族路101號"
"113","9~10","大漿果類","黃金奇異果","合格","金門縣","建宏青果行/金門縣金城鎮民族路101號"
"113","9~10","大漿果類","鳳梨","合格","金門縣","永漢商店/金門縣金城鎮民族路102號"
"113","9~10","大漿果類","黃金奇異果","合格","金門縣","我要買水果/金門縣金城鎮浯江北堤路92號"
"113","9~10","大漿果類","特選百香果","畢達本(Pyridaben) 0.04 (不得檢出)、賽滅淨(Cyromazine) 0.48 (不得檢出)","臺北市","菓之鄉水果專賣店/臺北市南港區同德路60號"
"113","9~10","大漿果類","網室木瓜台農2號","百利普芬(Pyriproxyfen) 0.04 (不符使用規定)","臺北市","菓之鄉水果專賣店/臺北市南港區同德路60號"
"113","9~10","大漿果類","百香果","福化利(Fluvalinate) 0.06 (不符使用規定)","嘉義市","大潤發流通事業股份有限公司嘉義分公司/嘉義市西區博愛路二段281號地下1樓及1樓"
"113","9~10","大漿果類","木瓜","納乃得(Methomyl) 0.07 (不得檢出)","臺南市","陳○明/臺南市仁德區"
"113","9~10","大漿果類","百香果","毆殺滅(Oxamyl) 0.14 (不符使用規定)","宜蘭縣","金是金股份有限公司/宜蘭縣員山鄉永同路三段20號"
"113","9~10","小漿果類","藍莓","合格","基隆市","全聯實業股份有限公司基隆東明分公司/基隆市信義區東明路177號1樓"
"113","9~10","小漿果類","綠無籽葡萄","合格","基隆市","統康生活事業股份有限公司七堵分公司/基隆市七堵區崇信街16號1樓"
"113","9~10","小漿果類","藍莓","合格","基隆市","統康生活事業股份有限公司七堵分公司/基隆市七堵區崇信街16號1樓"
"113","9~10","小漿果類","黑無籽葡萄","合格","基隆市","全聯實業股份有限公司基隆光明分公司/基隆市七堵區正光里開元路59之6號1樓"
"113","9~10","小漿果類","A級速凍栽種藍莓","合格","新北市","幸美生技有限公司(網購平台)/新北市板橋區彰化縣二林鎮南光里平和街35號1樓"
"113","9~10","小漿果類","有機冷凍野生藍莓","合格","新北市","幸美生技有限公司(網購平台)/新北市板橋區彰化縣二林鎮南光里平和街35號1樓"
"113","9~10","小漿果類","葡萄","合格","桃園市","開心農產蔬果中心寶慶店/桃園市桃園區寶慶路253-1號"
"113","9~10","小漿果類","綠無籽葡萄","合格","桃園市","龜山黃昏市場水果攤位/桃園市龜山區忠義路二段520號"
"113","9~10","小漿果類","嚴選芭樂","合格","桃園市","菜霸子股份有限公司(網路平台)/新北市板橋區三民路二段37號23樓之2"
"113","9~10","小漿果類","葡萄","合格","桃園市","新千葉火鍋介壽店/桃園市八德區介壽路二段136號"
"113","9~10","小漿果類","溫室巨峰葡萄","合格","桃園市","大潤發流通事業股份有限公司中壢分公司/桃園市中壢區中北路二段468號"
"113","9~10","小漿果類","楊桃","合格","桃園市","我家牛排(春日店)/桃園市桃園區東門里春日路150號"
"113","9~10","小漿果類","麝香葡萄","合格","桃園市","好市多股份有限公司中壢分公司/桃園市中壢區民族路六段508號"
"113","9~10","小漿果類","覆盆子","合格","桃園市","好市多股份有限公司中壢分公司/桃園市中壢區民族路六段508號"
"113","9~10","小漿果類","紅地球葡萄","合格","新竹縣","家福股份有限公司新竹竹北分公司/新竹縣竹北市光明六路89號"
"113","9~10","小漿果類","綠無籽葡萄","合格","新竹縣","家福股份有限公司新竹竹北分公司/新竹縣竹北市光明六路89號"
"113","9~10","小漿果類","巨峰葡萄","合格","新竹縣","citysuper/新竹縣竹北市莊敬北路18號B2樓"
"113","9~10","小漿果類","藍莓","合格","新竹縣","citysuper/新竹縣竹北市莊敬北路18號B2樓"
"113","9~10","小漿果類","優選藍莓","合格","苗栗縣","全聯實業股份有限公司苗栗竹南分公司/苗栗縣竹南鎮大營路175之1號"
"113","9~10","小漿果類","麝香葡萄","合格","苗栗縣","北苗水果行/苗栗縣苗栗市福星街147號"
"113","9~10","小漿果類","紅地球","合格","苗栗縣","蜜天下水果園/苗栗縣頭份市東庄里中央路76號"
"113","9~10","小漿果類","黑無子葡萄","合格","臺中市","楓康超市-清水店/臺中市清水區橋頭里中華路465號"
"113","9~10","小漿果類","特選珍珠芭樂","合格","臺中市","全聯實業股份有限公司烏日長春分公司/臺中市烏日區長春街429、431號1樓"
"113","9~10","小漿果類","綠葡萄","合格","南投縣","全聯實業股份有限公司國姓分公司/南投縣國姓鄉石門村中興路72號及成功街23號"
"113","9~10","小漿果類","珍珠芭樂","合格","南投縣","家福股份有限公司南投分公司/南投縣南投市三和三路21號"
"113","9~10","小漿果類","珍珠芭樂","合格","嘉義縣","全聯實業股份有限公司民雄復興分公司/嘉義縣民雄鄉西安村復興路226號1樓"
"113","9~10","小漿果類","青葡萄","合格","嘉義縣","全聯實業股份有限公司民雄復興分公司/嘉義縣民雄鄉西安村復興路226號1樓"
"113","9~10","小漿果類","麝香葡萄","合格","嘉義縣","全聯實業股份有限公司大林民生分公司/嘉義縣大林鎮平林里民生路369、371號"
"113","9~10","小漿果類","鮮甜綠翡翠無籽葡萄","合格","嘉義縣","全聯實業股份有限公司大林民生分公司/嘉義縣大林鎮平林里民生路369、371號"
"113","9~10","小漿果類","紅無籽葡萄","合格","嘉義縣","全聯實業股份有限公司水上柳林分公司/嘉義縣水上鄉柳鄉村柳子林109-21號"
"113","9~10","小漿果類","綠無籽葡萄","合格","嘉義縣","全聯實業股份有限公司水上柳林分公司/嘉義縣水上鄉柳鄉村柳子林109-21號"
"113","9~10","小漿果類","綠無籽葡萄","合格","嘉義縣","全聯實業股份有限公司朴子文化分公司/嘉義縣朴子市文化北路18號"
"113","9~10","小漿果類","紅無籽葡萄","合格","嘉義縣","全聯實業股份有限公司朴子文化分公司/嘉義縣朴子市文化北路18號"
"113","9~10","小漿果類","綠(青)無籽葡萄","合格","嘉義縣","全聯實業股份有限公司嘉義中埔分公司/嘉義縣中埔鄉和美村9鄰司公廍73-1、73-2、73-3、73-4號"
"113","9~10","小漿果類","葡萄","合格","臺南市","俗俗的賣/臺南市東區東寧路576號"
"113","9~10","小漿果類","巨峰葡萄","合格","臺南市","遠百企業股份有限公司台南分公司(愛買)/臺南市永康區中正南路533號"
"113","9~10","小漿果類","紅色無籽葡萄","合格","屏東縣","德正水果行/屏東縣麟洛鄉中山路673號"
"113","9~10","小漿果類","楊桃","合格","屏東縣","上賀水果專賣店/屏東縣屏東市大武里大武路１號"
"113","9~10","小漿果類","芭樂","合格","屏東縣","陳○松水果攤/屏東縣屏東市"
"113","9~10","小漿果類","冷凍草莓","合格","宜蘭縣","鉦旺樂股份有限公司(網購平台)/宜蘭縣宜蘭市女中路二段287號"
"113","9~10","小漿果類","藍莓","合格","宜蘭縣","金是金股份有限公司/宜蘭縣員山鄉永同路三段20號"
"113","9~10","小漿果類","黑無籽葡萄","合格","宜蘭縣","金是金股份有限公司/宜蘭縣員山鄉永同路三段20號"
"113","9~10","小漿果類","綠無籽葡萄","合格","宜蘭縣","金是金股份有限公司/宜蘭縣員山鄉永同路三段20號"
"113","9~10","小漿果類","紅心芭樂","合格","宜蘭縣","喜互惠股份有限公司(二結店)/宜蘭縣五結鄉二結村中正路三段111號"
"113","9~10","小漿果類","綠無籽葡萄","合格","花蓮縣","全聯實業股份有限公司花蓮美崙分公司/花蓮縣花蓮市中美路113-6、113-7、113-8號"
"113","9~10","小漿果類","青無籽葡萄","合格","花蓮縣","全聯實業股份有限公司吉安分公司/花蓮縣吉安鄉宜昌村中華路二段232號1樓"
"113","9~10","小漿果類","黑葡萄","合格","花蓮縣","遠百企業股份有限公司花蓮分公司(愛買)/花蓮縣花蓮市和平路581號B1"
"113","9~10","小漿果類","青無籽葡萄","合格","花蓮縣","全聯實業股份有限公司花蓮鳳林分公司/花蓮縣鳳林鎮中正路二段212號1樓"
"113","9~10","小漿果類","棉花糖紅無籽葡萄","合格","花蓮縣","全聯實業股份有限公司瑞穗國光分公司/花蓮縣瑞穗鄉瑞美村國光南路91、93號"
"113","9~10","小漿果類","葡萄","合格","臺東縣","臺東縣農會生鮮超市/臺東縣臺東市新生路195號"
"113","9~10","小漿果類","特選帝王芭樂","合格","臺東縣","大潤發流通事業股份有限公司臺東分公司/臺東縣臺東市中興路三段592號"
"113","9~10","小漿果類","無子葡萄","合格","臺東縣","臺東縣臺東地區農會附設農民購物中心-中正/臺東縣臺東市中正路212號"
"113","9~10","小漿果類","楊桃","合格","臺東縣","臺東縣臺東地區農會附設農民購物中心-中正/臺東縣臺東市中正路212號"
"113","9~10","小漿果類","芭樂","合格","臺東縣","臺東縣農會生鮮超市/臺東縣臺東市新生路195號"
"113","9~10","小漿果類","特選帝王芭樂","合格","臺東縣","大潤發流通事業股份有限公司臺東分公司/臺東縣臺東市中興路三段592號"
"113","9~10","小漿果類","特選珍珠芭樂","合格","澎湖縣","全聯實業股份有限公司澎湖湖西分公司/澎湖縣湖西鄉湖西村77-18號"
"113","9~10","小漿果類","履歷番石榴","合格","澎湖縣","全聯實業股份有限公司澎湖湖西分公司/澎湖縣湖西鄉湖西村77-18號"
"113","9~10","小漿果類","紅心芭樂","合格","澎湖縣","全聯實業股份有限公司澎湖中華分公司/澎湖縣馬公市光復里中華路46號"
"113","9~10","小漿果類","青無籽葡萄","合格","澎湖縣","全聯實業股份有限公司澎湖中華分公司/澎湖縣馬公市光復里中華路46號"
"113","9~10","小漿果類","黑無籽葡萄","合格","澎湖縣","全聯實業股份有限公司澎湖中華分公司/澎湖縣馬公市光復里中華路46號"
"113","9~10","小漿果類","綠無籽葡萄","合格","澎湖縣","全聯實業股份有限公司澎湖中華分公司/澎湖縣馬公市光復里中華路46號"
"113","9~10","小漿果類","青葡萄","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"113","9~10","小漿果類","巨峰葡萄","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"113","9~10","小漿果類","珍珠芭樂","合格","金門縣","全聯實業股份有限公司金門金湖分公司/金門縣金湖鎮新湖里塔后147、149號"
"113","9~10","小漿果類","綠無籽葡萄","合格","金門縣","家福股份有限公司金門分公司/金門縣金寧鄉伯玉路二段223號"
"113","9~10","小漿果類","藍莓","合格","金門縣","家福股份有限公司金門分公司/金門縣金寧鄉伯玉路二段223號、223號2樓之1、223號2樓之2、223號2樓之3、223號2樓"
"113","9~10","小漿果類","珍珠芭樂","合格","金門縣","家福股份有限公司金門分公司/金門縣金寧鄉伯玉路二段223號、223號2樓之1、223號2樓之2、223號2樓之3、223號2樓"
"113","9~10","小漿果類","紅地球葡萄","合格","金門縣","建宏青果行/金門縣金城鎮民族路101號"
"113","9~10","小漿果類","秋翠葡萄","合格","金門縣","建宏青果行/金門縣金城鎮民族路101號"
"113","9~10","小漿果類","糖心青葡萄","合格","金門縣","汶虹水果行/金門縣金城鎮民族路117號"
"113","9~10","小漿果類","巨峰葡萄","合格","金門縣","汶虹水果行/金門縣金城鎮民族路117號"
"113","9~10","小漿果類","番石榴","合格","金門縣","汶虹水果行/金門縣金城鎮民族路117號"
"113","9~10","小漿果類","番石榴","合格","金門縣","永漢商店/金門縣金城鎮民族路102號"
"113","9~10","小漿果類","紅地球葡萄","合格","金門縣","永漢商店/金門縣金城鎮民族路102號"
"113","9~10","小漿果類","巨峰葡萄","合格","金門縣","我要買水果/金門縣金城鎮浯江北堤路92號"
"113","9~10","小漿果類","芭樂","合格","連江縣","福祥企業社/連江縣南竿鄉福沃村143號"
"113","9~10","核果類","龍眼","合格","臺北市","臨江早市-通化水果行/臺北市大安區通化街39巷50弄33號"
"113","9~10","核果類","冷凍荔枝","合格","宜蘭縣","鉦旺樂股份有限公司(網購平台)/宜蘭縣宜蘭市女中路二段287號"
"113","9~10","核果類","保虹BOIRON冷凍荔枝果泥","合格","宜蘭縣","全國食材廣場有限公司(網購平台)/桃園市330桃園區三元里大有路85號"
"113","9~10","梨果類","富有甜柿","合格","桃園市","大潤發流通事業股份有限公司中壢分公司/桃園市中壢區中北路二段468號"
"113","9~10","梨果類","新高梨","合格","桃園市","大潤發流通事業股份有限公司中壢分公司/桃園市中壢區中北路二段468號"
"113","9~10","梨果類","次郎甜柿","合格","桃園市","新視紀媒體科技股份有限公司(網路平台)/臺北市大安區敦化南路二段46號4樓之1"
"113","9~10","梨果類","青龍蘋果","合格","桃園市","新視紀媒體科技股份有限公司(網路平台)/臺北市大安區敦化南路二段46號4樓之1"
"113","9~10","梨果類","水梨","合格","桃園市","新視紀媒體科技股份有限公司(網路平台)/臺北市大安區敦化南路二段46號4樓之1"
"113","9~10","梨果類","有機富士蘋果","合格","新竹市","里仁/新竹市北區經國路二段147號"
"113","9~10","梨果類","蘋果","合格","新竹市","喜樂超市/新竹市北區光華二街67號一樓"
"113","9~10","梨果類","青龍蘋果","合格","新竹市","主婦聯盟-新竹站/新竹市東區南大路175號"
"113","9~10","梨果類","富士蘋果","合格","臺中市","全聯實業股份有限公司台中福科分公司/臺中市西屯區福林里福科路562、570號"
"113","9~10","梨果類","有機富士蘋果","合格","臺中市","聖德科斯生機食品臺中崇德門市/臺中市北區崇德路一段647號"
